,FRA_ARCID,FROM_FRA_N,TO_FRA_NOD,STATE_FIPS,STATE_FI_1,CNTY_FIPS,STATE_CNTY,STATE_ABRV,FRA_DIST_C,FRA_DIST,RR_OWNR_1,RR_OWNR_2,RR_OWNR_3,TRACK_RIGH,TRACK_RI_1,TRACK_RI_2,TRACK_RI_3,TRACK_RI_4,TRACK_RI_5,TRACK_RI_6,TRACK_RI_7,TRACK_RI_8,DIV,SUBDIV,BRNCH,YARDNAME,PASSGR_CD,PASSGR,STRTGC_NTW,STRTGC_N_1,TRACKS,NET_CD,RR_TYPE,MILES,KM,RR_STATUS,RR_COMPANY,RR_NBR,RR_ABRVN,RR_CLASSIF,geometry
5337,439490,368934,369037,48,TX,201,48201,TX,5,District: 5,UP,,,AMTK,BNSF,KCS,,,,,,,HOUSTON,TERMINAL,#N\A,,A,Amtrak,S,STRACNET designated line,2,M,Main sub network,1.66203506,2.67479151,Active,Union Pacific,66,UP,M,"LINESTRING (-95.42758581799994 29.778708157000025, -95.42709364799998 29.778458417000028, -95.42660999899994 29.77821300100003, -95.42655470099997 29.778187964000043, -95.42584001399995 29.777864380000036, -95.42579499999994 29.77784400000007, -95.42578141099993 29.77783831300007, -95.42508028599997 29.77754489600005, -95.42451899899997 29.77730999900008, -95.42449894599999 29.777301859000023, -95.42332881199997 29.776826825000057, -95.42331199999995 29.776820000000026, -95.42185799999999 29.77627000000006, -95.41998200099994 29.775601001000037, -95.41916186099995 29.775326648000025, -95.41872924699997 29.77518193200006, -95.41829300099992 29.775036000000064, -95.41806015099996 29.77496659300004, -95.41789033399999 29.774915975000038, -95.41626291199998 29.774430877000043, -95.41538099999995 29.77416800000003, -95.41419699999994 29.773852000000026, -95.41266499999993 29.773483000000045, -95.41254987299997 29.773459393000056, -95.41171696099995 29.77328860500008, -95.41158801799997 29.773262165000055, -95.41135799999995 29.773215000000047, -95.41061359199993 29.773081502000025, -95.40950342799994 29.772882411000058, -95.40934499999996 29.772854000000038, -95.40887242799992 29.772778493000025, -95.40836912299993 29.772698076000047, -95.40772399999996 29.772595000000024, -95.40616635799994 29.772387314000074, -95.40586399899995 29.772347000000025, -95.40478160799995 29.77223226500007, -95.40403437599997 29.77215305700001, -95.40323468999996 29.77206828900006, -95.40241255199997 29.771981141000023, -95.40226052599995 29.771965026000018, -95.40170218099996 29.771905841000038, -95.40128410499996 29.771861524000027)"
5338,439493,369593,369971,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,BEAUMONT (UP),#N\A,,,,,,1,M,Main sub network,2.87716243,4.63035335,Active,Union Pacific,66,UP,F,"LINESTRING (-95.32855134499992 29.820033962000007, -95.32807520199998 29.820058925000055, -95.32764600099993 29.820089001000046, -95.32730425899994 29.82013027900005, -95.32703580899992 29.820162706000065, -95.32681233399994 29.82018969800004, -95.32678499999997 29.820193001000057, -95.32578251699992 29.820369676000034, -95.32551399899994 29.820417000000074, -95.32476377199997 29.820594480000054, -95.32449395799993 29.82065831000005, -95.32445299999993 29.820668001000055, -95.32325700099994 29.82102700000007, -95.32322806099995 29.82103744400006, -95.32298398699997 29.821125529000035, -95.32231452899997 29.82136713300002, -95.32222899899995 29.82139800000006, -95.32120399999997 29.82183500000007, -95.32101494999995 29.821930314000028, -95.32012499999996 29.822379000000076, -95.31993191799995 29.822492033000053, -95.31916500099999 29.822941000000068, -95.31882592599999 29.82316717700007, -95.31864978599997 29.82328467100005, -95.31847443399994 29.82340163800006, -95.31831425999997 29.823508481000047, -95.31828200099993 29.82353000000004, -95.31770599899994 29.82395699900007, -95.31765685799995 29.823997012000067, -95.31707099999994 29.82447400000006, -95.31671071599999 29.824805586000025, -95.31660698999995 29.82490105100004, -95.31657708999994 29.824928570000043, -95.31627044799994 29.82521078500001, -95.31602899999996 29.825433000000036, -95.31416691699995 29.82724489200006, -95.31083690099996 29.830485153000023, -95.31075582399995 29.830564044000035, -95.30822172799996 29.83302983800008, -95.30309068499996 29.838022578000043, -95.30210314099996 29.838983503000065, -95.30197138899995 29.83911170400005, -95.30027970999998 29.84075778400007, -95.29520584099997 29.84569489500006, -95.29363133099997 29.847226965000047)"
5339,439495,369415,369424,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,TERMINAL,#N\A,,,,,,1,M,Main sub network,0.05088676,0.08189446,Active,Union Pacific,66,UP,F,"LINESTRING (-95.35149861299999 29.77250198500006, -95.35099159699995 29.772717021000048, -95.35073699899998 29.772825000000058)"
5340,439496,369037,369096,48,TX,201,48201,TX,5,District: 5,UP,,,AMTK,BNSF,KCS,,,,,,,HOUSTON,TERMINAL,#N\A,,A,Amtrak,S,STRACNET designated line,2,M,Main sub network,0.63402073,1.02035949,Active,Union Pacific,66,UP,M,"LINESTRING (-95.40128410499996 29.771861524000027, -95.39860705899997 29.771577753000006, -95.39746819499999 29.77145703200006, -95.39718815999997 29.771427348000014, -95.39603835999998 29.771305467000044, -95.39549590599994 29.77124796700009, -95.39538807599996 29.77123653600006, -95.39180661299997 29.770856897000037, -95.39081006399994 29.770751260000065)"
5341,439497,368614,368784,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,EUREKA,#N\A,,,,,,1,M,Main sub network,3.69088816,5.93992059,Active,Union Pacific,66,UP,F,"LINESTRING (-95.50640330699997 29.834499505000057, -95.50507623299995 29.833555294000057, -95.50496383699998 29.833475324000062, -95.50494077399999 29.833458913000076, -95.49545075199994 29.82670677900006, -95.49393247299996 29.82562652600007, -95.49380173499998 29.82553350700005, -95.49051499999996 29.823195000000048, -95.48354796399997 29.81819106500006, -95.48343935199995 29.818113056000072, -95.481678 29.81684799900006, -95.48120859199996 29.81650699500006, -95.48101328599995 29.81636511400006, -95.47973339599996 29.815435327000046, -95.47804454699997 29.814208450000024, -95.47677199999998 29.81328400000007, -95.47666594899994 29.813206681000054, -95.47647337599994 29.813066281000015, -95.47467581899997 29.811755733000048, -95.47458526799993 29.811689716000053, -95.47457067399995 29.81167907600007, -95.47402015199997 29.81127770500006, -95.46270615399997 29.80302899200008, -95.45904209799994 29.80035763500006)"
5342,439498,368883,368888,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,,EUREKA,,,,,,,1,M,Main sub network,0.19696722,0.31698864,Active,Union Pacific,66,UP,F,"LINESTRING (-95.43940786399997 29.785995937000042, -95.43916829599999 29.785788763000014, -95.43897793899998 29.785584129000014, -95.43895905299995 29.78555746700005, -95.43895379699995 29.785550045000043, -95.43888990099997 29.78545984300006, -95.43886957099994 29.78543114200006, -95.43881613399996 29.785355701000075, -95.43867812599994 29.785117755000055, -95.43863615099997 29.785024678000084, -95.43856867099998 29.78487505100003, -95.43853758899998 29.784767177000056, -95.43852210999995 29.784713459000052, -95.43851164099998 29.78467712, -95.43848776899996 29.784594275000067, -95.43843542099995 29.78430873800003, -95.43842920999997 29.78422023100005, -95.43841638499998 29.784037480000066, -95.43842157599993 29.783986430000024, -95.43842324699993 29.783969987000035, -95.43842588699992 29.783944048000013, -95.43843736299998 29.78383117800006, -95.43844493699997 29.78375670300005, -95.43844882199994 29.783735827000026, -95.438483009 29.78355206900006, -95.43848617399999 29.783542786000055, -95.43850763099994 29.783479848000056, -95.43853733199995 29.783392729000074)"
5343,439500,368883,368895,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,EUREKA,#N\A,,,,,,1,M,Main sub network,0.21012106,0.33815774,Active,Union Pacific,66,UP,F,"LINESTRING (-95.43940786399997 29.785995937000042, -95.43934610599996 29.785950733000043, -95.43895641499994 29.785665489000053, -95.43810599899997 29.78504300100005, -95.43677993299995 29.78412807600006, -95.43672620599993 29.78409100600004, -95.43669602099999 29.784070180000075)"
5372,439551,369385,369412,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,HOUSTON EAST BELT,#N\A,,,,,,2,M,Main sub network,0.15604626,0.25113261,Active,Union Pacific,66,UP,F,"LINESTRING (-95.35445204699992 29.81969947000004, -95.354280836 29.819701521000077, -95.35236993299996 29.81972442100003, -95.35212806099996 29.819727320000027, -95.35212742799995 29.819727328000063, -95.35209997599996 29.819727597000043, -95.35209939299995 29.819727604000036, -95.35185505299994 29.81973002000007, -95.35185418599997 29.819730031000063)"
5373,439552,369456,369554,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,HOUSTON EAST BELT,#N\A,,,,,,2,M,Main sub network,0.80289566,1.2921379,Active,Union Pacific,66,UP,F,"LINESTRING (-95.34849195199995 29.819769291000053, -95.34252950999996 29.81983683700002, -95.33575969999998 29.819913530000065, -95.33549961999994 29.81991647600006, -95.33543468599999 29.819917212000057, -95.33543206799999 29.819917242000027, -95.33542103399999 29.81991736800004, -95.33541962999999 29.81991738300006, -95.33526976199992 29.81991908000004, -95.33512522299996 29.819920718000038)"
5376,439556,367738,367930,48,TX,339,48339,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,NAVASOTA,#N\A,,,,,,1,M,Main sub network,3.27006063,5.26266297,Active,Union Pacific,66,UP,F,"LINESTRING (-95.68333019499994 30.171519656000054, -95.68078124599998 30.170077797000037, -95.68056004999993 30.16995267300006, -95.68021993499997 30.169760281000027, -95.67597061999999 30.167356579000042, -95.66067264499996 30.158703003000014, -95.65862148699995 30.157542728000077, -95.65520300099995 30.15560900000004, -95.65373648199993 30.154786268000077, -95.65181433599997 30.153707923000056, -95.64958100099994 30.15245500000003, -95.64016933699997 30.147118804000062, -95.63779016399997 30.14576986800006, -95.63777958199995 30.14576386800008, -95.63754020399993 30.14562814600003)"
5377,439557,367851,367931,48,TX,339,48339,TX,5,District: 5,BNSF,,,,,,,,,,,,RED RIVER,HOUSTON (BNSF),BELT JCT-TEAGUE,,,,,,1,M,Main sub network,3.06518584,4.9329483,Active,BNSF Railway,15,BNSF,F,"LINESTRING (-95.65638118299994 30.186866314000035, -95.65591892099997 30.185867127000037, -95.65550700399994 30.184976760000055, -95.65507856699998 30.184050685000035, -95.65474700099996 30.18333400000006, -95.65401911699995 30.18179847200001, -95.65390455599997 30.18155680100007, -95.65373399999997 30.181197001000047, -95.65326899999995 30.180162999000068, -95.65310243699996 30.17978457800007, -95.65288564999997 30.179292049000026, -95.65280200099993 30.179102000000054, -95.65273698099998 30.17896150000007, -95.65258176899992 30.17862610800004, -95.65235941999998 30.178145641000047, -95.65186580699996 30.177079005000056, -95.65156500099992 30.176429000000038, -95.65080671699997 30.17482574100006, -95.64986799999997 30.172841000000062, -95.64831300099996 30.169353999000055, -95.64779182699998 30.16821719200004, -95.64688400099998 30.166237000000024, -95.64515660799998 30.162493201000075, -95.64513936099995 30.16245569600005, -95.64214777699998 30.155950726000064, -95.641473105 30.15448370400002, -95.64031259099994 30.15194508000006, -95.63889258499995 30.148838818000065, -95.63833221699996 30.147613012000075, -95.63829487199995 30.147535450000074, -95.63734354499995 30.14555958300006, -95.63734264499998 30.145557714000063)"
5476,440434,371440,371774,48,TX,201,48201,TX,5,District: 5,UP,BNSF,,AMTK,KCS,,,,,,,,HOUSTON,HOUSTON (UP),#N\A,,A,Amtrak,S,STRACNET designated line,1,M,Main sub network,3.44932863,5.55116743,Active,Union Pacific,66,UP,M,"LINESTRING (-95.10665425599996 29.877470216000063, -95.10649985999997 29.87753667400004, -95.10588120199996 29.87779366200004, -95.10539670899998 29.87797917000006, -95.10496099999995 29.878146000000065, -95.10438099999999 29.878332000000043, -95.10404437799995 29.878420725000073, -95.10349699999993 29.87856500000002, -95.10345822999993 29.87857300700005, -95.10281667999999 29.878705502000056, -95.09856363999995 29.879583850000074, -95.09673500599996 29.879961507000058, -95.09612762999996 29.880086943000038, -95.09492537299995 29.880335238000036, -95.09454403999995 29.880413990000083, -95.09397081599995 29.88053237400004, -95.09392890599999 29.880541030000074, -95.09279599999995 29.88077500000002, -95.09278673099999 29.880777688000006, -95.09274045999997 29.880791107000046, -95.09226500099997 29.880929000000027, -95.09180129799995 29.88109659300006, -95.09173099899992 29.881122000000058, -95.09168745299998 29.88114328700004, -95.09146893099995 29.881250103000074, -95.09079199899996 29.881581000000022, -95.09053054899994 29.881748774000076, -95.09052621799998 29.88175155300007, -95.09029800099995 29.881898000000024, -95.08994699999994 29.88215599900006, -95.08981867499996 29.88226281100004, -95.08977061099995 29.88230281800003, -95.08960699899995 29.88243900000002, -95.08942500499994 29.882616610000078, -95.08919199999997 29.88284400000001, -95.08890699999995 29.883170999000072, -95.08879603199995 29.883319383000067, -95.088646 29.88351999900005, -95.08855517499994 29.883661758000063, -95.08839099999993 29.88391800000005, -95.08816899999992 29.884332000000036, -95.08812053399998 29.88443774500006, -95.08803699999997 29.884620000000048, -95.08777135599995 29.885318126000076, -95.08770899999996 29.885482000000028, -95.08709356099996 29.887548391000056, -95.08683696199994 29.888409939000034, -95.08682071299994 29.88846450000004, -95.08496000099996 29.894712000000016, -95.08488594899994 29.894949377000046, -95.08467299899995 29.895632000000035, -95.08453699999995 29.896001000000062, -95.08452619499995 29.896024369000042, -95.08429111799997 29.896532776000043, -95.08415600099993 29.896825001000025, -95.08387300099996 29.89730299900004, -95.08385140099995 29.897334011000048, -95.08372177599995 29.897520112000052, -95.08363199999997 29.89764900000005, -95.08353442699996 29.897773470000047, -95.08332000099995 29.89804700000007, -95.08299099999992 29.898416000000058, -95.08298186199994 29.898424494999997, -95.08284392199994 29.898552701000025, -95.08257976099998 29.898798224000064, -95.08231505599997 29.899044252000056, -95.08225399899997 29.89910100000002, -95.08173840799998 29.899498076000047, -95.07981443899997 29.900979794000083, -95.07702041499992 29.903131573000042, -95.07358799999997 29.90577500100003, -95.07116842099998 29.90762642400005, -95.07063874199997 29.908031726000058, -95.06902658499995 29.90926532300004, -95.06880001799998 29.90943868800001, -95.06834554099997 29.909786446000044)"
5694,441061,368039,368150,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,NAVASOTA,#N\A,,,,,,1,M,Main sub network,1.37769747,2.2171936,Active,Union Pacific,66,UP,F,"LINESTRING (-95.62015263399995 30.135787532000048, -95.61964904299997 30.135500156000038, -95.61831699999998 30.134739999000033, -95.60596099999997 30.127774001000034, -95.60528057299996 30.12738597900005, -95.60155599899997 30.125262000000085, -95.60086375899999 30.124883124000053)"
5716,440998,370273,370310,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,PTRA,,,,,,,#N\A,STRANG,SOUTH SIDE,,,,,,1,M,Main sub network,0.30722423,0.49443046,Active,Union Pacific,66,UP,F,"LINESTRING (-95.27939050799996 29.72057097600004, -95.27922757499994 29.72056182100006, -95.27903499899996 29.720551001000043, -95.27846945299996 29.720562089000055, -95.27834949899994 29.72056444000003, -95.27709699899997 29.720589001000047, -95.27708018699995 29.720587659000042, -95.27692337799992 29.720575155000063, -95.27663299999993 29.72055199900006, -95.27660092999997 29.720544593000053, -95.27653341699992 29.72052900000006, -95.27644132699997 29.72050773200006, -95.27631030299995 29.72047747000004, -95.27623899999996 29.72046100000007, -95.27618644499994 29.72043880000007, -95.27582647299994 29.720286743000024, -95.27577499999994 29.720265000000026, -95.27557783199994 29.720151873000077, -95.27556529099996 29.720144678000057, -95.27556465299993 29.720144312000055, -95.27554290499994 29.72012788700004, -95.27539675999998 29.720017506000023, -95.27538307299993 29.720007169000045, -95.27533875499994 29.719973698000057, -95.27531399999997 29.71995500000002, -95.27505516099995 29.719737585000058, -95.27490045699994 29.71960764200002, -95.27488019099997 29.719587369000063, -95.27472339699996 29.719430531000054)"
5722,441009,367507,367577,48,TX,157,48157,TX,5,District: 5,BNSF,,,UP,,,,,,,,,RED RIVER,GALVESTON (BNSF),TEMPLE-GALVESTN,,,,,,1,M,Main sub network,1.08707321,1.74947825,Active,BNSF Railway,15,BNSF,F,"LINESTRING (-95.72153620199998 29.539760506000036, -95.71251985599996 29.538591112000066, -95.70368252199994 29.537444935000053)"
5743,441047,369179,369263,48,TX,201,48201,TX,5,District: 5,UP,,,AMTK,BNSF,KCS,,,,,,,HOUSTON,TERMINAL-PASSENGER,#N\A,,A,Amtrak,S,STRACNET designated line,2,M,Main sub network,0.80359036,1.29325591,Active,Union Pacific,66,UP,M,"LINESTRING (-95.38225346399996 29.769846376000043, -95.38224089799996 29.769845046000054, -95.38218606299996 29.769839247000043, -95.38217693199994 29.769838282000027, -95.37931301599995 29.769535413000018, -95.37859954099996 29.769459961000052, -95.37812476699997 29.769409752000055, -95.37788629599997 29.769384533000032, -95.37734894399995 29.769327706000073, -95.37730789099999 29.76932336600004, -95.37722737199992 29.769314849000068, -95.37720733999997 29.769312732000067, -95.37246918199996 29.768811660000043, -95.37241752399996 29.768806197000064, -95.37221985499997 29.768785293000043, -95.37209708599993 29.768772309000052, -95.37159299999996 29.768719000000022, -95.37094914099998 29.768608221000083, -95.37072699999999 29.768569999000064, -95.37015052799995 29.76844975300002, -95.36987425699995 29.76837400200003, -95.36987008799997 29.768372860000053, -95.36986812299995 29.768372319000036, -95.36984447999997 29.768365837000022, -95.36960979999999 29.76827349900003, -95.36908652599999 29.76805416100007)"
5745,441049,369525,369541,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,HOUSTON WEST BELT,#N\A,,,,S,STRACNET designated line,2,M,Main sub network,0.53121864,0.85491524,Active,Union Pacific,66,UP,F,"LINESTRING (-95.33948384599994 29.734265461000057, -95.33801176699994 29.729819416000055, -95.33792827899998 29.72956725800003, -95.33785799899992 29.72935500000005, -95.33781699999997 29.72918300000002, -95.33764056099993 29.728653153000028, -95.33759759899999 29.728524139000065, -95.33754664499997 29.728371127000067, -95.33747171499992 29.72814611000007, -95.33728188299995 29.72757604400003, -95.33717797699994 29.727264014000067, -95.33712602299994 29.727107994000033, -95.33704141899995 29.726853929000065)"
5746,441052,368884,368898,48,TX,201,48201,TX,5,District: 5,UP,,,AMTK,KCS,,,,,,,,HOUSTON,TERMINAL,#N\A,,A,Amtrak,S,STRACNET designated line,2,M,Main sub network,0.29399026,0.4731324,Active,Union Pacific,66,UP,M,"LINESTRING (-95.43927269899996 29.782042176000047, -95.43885099999994 29.782651000000044, -95.43861106099996 29.782962697000066, -95.43855884299994 29.783030530000076, -95.43852999899997 29.783068000000082, -95.43836303099995 29.783217826000033, -95.43821442699998 29.783332795000028, -95.43818372399993 29.78335654600005, -95.43818319799998 29.78335695400004, -95.43801799899995 29.783459000000033, -95.43774699899994 29.783574000000048, -95.43765302199995 29.78359862100006, -95.43764985599995 29.783599451000047, -95.43747599999993 29.783645000000003, -95.43737586599997 29.783657896000083, -95.43721199999997 29.783679001000053, -95.43706910899994 29.783683875000058, -95.43702677899995 29.783685319000018, -95.43688696299996 29.783679493000076, -95.43679835199997 29.783675802000076, -95.43676841199994 29.783671760000047, -95.43658499999998 29.783647001000073, -95.43638271799993 29.783605453000064, -95.43637836999993 29.78360456200005, -95.43618928499997 29.783557898000026, -95.43614637899998 29.78354731200006, -95.43602754599998 29.783505369000068, -95.43590367499995 29.78346165000004, -95.43585659599994 29.78344132000006, -95.43569428099994 29.783371231000057, -95.43536065799998 29.783195925000015)"
